Date,MonthNo,MonthName,Month,Quarter,Year,Running Year,Running Months,Rolling Period,Rolling Period Sort,MonthIndex
03-04-1999 00:00,3,Mar,Mar-99,Q1,1999,16,,,,3
03-05-1999 00:00,3,Mar,Mar-99,Q1,1999,16,,,,3
03-06-1999 00:00,3,Mar,Mar-99,Q1,1999,16,,,,3
03-07-1999 00:00,3,Mar,Mar-99,Q1,1999,16,,,,3
03-08-1999 00:00,3,Mar,Mar-99,Q1,1999,16,,,,3
03-09-1999 00:00,3,Mar,Mar-99,Q1,1999,16,,,,3
03-10-1999 00:00,3,Mar,Mar-99,Q1,1999,16,,,,3
03-11-1999 00:00,3,Mar,Mar-99,Q1,1999,16,,,,3
03-12-1999 00:00,3,Mar,Mar-99,Q1,1999,16,,,,3
3-13-1999 12:00:00 AM,3,Mar,Mar-99,Q1,1999,16,,,,3
3-14-1999 12:00:00 AM,3,Mar,Mar-99,Q1,1999,16,,,,3
3-15-1999 12:00:00 AM,3,Mar,Mar-99,Q1,1999,16,,,,3
3-16-1999 12:00:00 AM,3,Mar,Mar-99,Q1,1999,16,,,,3
3-17-1999 12:00:00 AM,3,Mar,Mar-99,Q1,1999,16,,,,3
3-18-1999 12:00:00 AM,3,Mar,Mar-99,Q1,1999,16,,,,3
3-19-1999 12:00:00 AM,3,Mar,Mar-99,Q1,1999,16,,,,3
3-20-1999 12:00:00 AM,3,Mar,Mar-99,Q1,1999,16,,,,3
3-21-1999 12:00:00 AM,3,Mar,Mar-99,Q1,1999,16,,,,3
3-22-1999 12:00:00 AM,3,Mar,Mar-99,Q1,1999,16,,,,3
3-23-1999 12:00:00 AM,3,Mar,Mar-99,Q1,1999,16,,,,3
3-24-1999 12:00:00 AM,3,Mar,Mar-99,Q1,1999,16,,,,3
3-25-1999 12:00:00 AM,3,Mar,Mar-99,Q1,1999,16,,,,3
3-26-1999 12:00:00 AM,3,Mar,Mar-99,Q1,1999,16,,,,3
3-27-1999 12:00:00 AM,3,Mar,Mar-99,Q1,1999,16,,,,3
3-28-1999 12:00:00 AM,3,Mar,Mar-99,Q1,1999,16,,,,3
3-29-1999 12:00:00 AM,3,Mar,Mar-99,Q1,1999,16,,,,3
3-30-1999 12:00:00 AM,3,Mar,Mar-99,Q1,1999,16,,,,3
3-31-1999 12:00:00 AM,3,Mar,Mar-99,Q1,1999,16,,,,3
04-01-1999 00:00,4,Apr,Apr-99,Q2,1999,16,,,,4
04-02-1999 00:00,4,Apr,Apr-99,Q2,1999,16,,,,4
04-03-1999 00:00,4,Apr,Apr-99,Q2,1999,16,,,,4
04-04-1999 00:00,4,Apr,Apr-99,Q2,1999,16,,,,4
04-05-1999 00:00,4,Apr,Apr-99,Q2,1999,16,,,,4
04-06-1999 00:00,4,Apr,Apr-99,Q2,1999,16,,,,4
04-07-1999 00:00,4,Apr,Apr-99,Q2,1999,16,,,,4
04-08-1999 00:00,4,Apr,Apr-99,Q2,1999,16,,,,4
04-09-1999 00:00,4,Apr,Apr-99,Q2,1999,16,,,,4
04-10-1999 00:00,4,Apr,Apr-99,Q2,1999,16,,,,4
04-11-1999 00:00,4,Apr,Apr-99,Q2,1999,16,,,,4
04-12-1999 00:00,4,Apr,Apr-99,Q2,1999,16,,,,4
4-13-1999 12:00:00 AM,4,Apr,Apr-99,Q2,1999,16,,,,4
4-14-1999 12:00:00 AM,4,Apr,Apr-99,Q2,1999,16,,,,4
4-15-1999 12:00:00 AM,4,Apr,Apr-99,Q2,1999,16,,,,4
4-16-1999 12:00:00 AM,4,Apr,Apr-99,Q2,1999,16,,,,4
4-17-1999 12:00:00 AM,4,Apr,Apr-99,Q2,1999,16,,,,4
4-18-1999 12:00:00 AM,4,Apr,Apr-99,Q2,1999,16,,,,4
4-19-1999 12:00:00 AM,4,Apr,Apr-99,Q2,1999,16,,,,4
4-20-1999 12:00:00 AM,4,Apr,Apr-99,Q2,1999,16,,,,4
4-21-1999 12:00:00 AM,4,Apr,Apr-99,Q2,1999,16,,,,4
4-22-1999 12:00:00 AM,4,Apr,Apr-99,Q2,1999,16,,,,4
4-23-1999 12:00:00 AM,4,Apr,Apr-99,Q2,1999,16,,,,4
4-24-1999 12:00:00 AM,4,Apr,Apr-99,Q2,1999,16,,,,4
4-25-1999 12:00:00 AM,4,Apr,Apr-99,Q2,1999,16,,,,4
4-26-1999 12:00:00 AM,4,Apr,Apr-99,Q2,1999,16,,,,4
4-27-1999 12:00:00 AM,4,Apr,Apr-99,Q2,1999,16,,,,4
4-28-1999 12:00:00 AM,4,Apr,Apr-99,Q2,1999,16,,,,4
4-29-1999 12:00:00 AM,4,Apr,Apr-99,Q2,1999,16,,,,4
4-30-1999 12:00:00 AM,4,Apr,Apr-99,Q2,1999,16,,,,4
05-01-1999 00:00,5,May,May-99,Q2,1999,16,,,,5
05-02-1999 00:00,5,May,May-99,Q2,1999,16,,,,5
05-03-1999 00:00,5,May,May-99,Q2,1999,16,,,,5
05-04-1999 00:00,5,May,May-99,Q2,1999,16,,,,5
05-05-1999 00:00,5,May,May-99,Q2,1999,16,,,,5
05-06-1999 00:00,5,May,May-99,Q2,1999,16,,,,5
05-07-1999 00:00,5,May,May-99,Q2,1999,16,,,,5
05-08-1999 00:00,5,May,May-99,Q2,1999,16,,,,5
05-09-1999 00:00,5,May,May-99,Q2,1999,16,,,,5
05-10-1999 00:00,5,May,May-99,Q2,1999,16,,,,5
05-11-1999 00:00,5,May,May-99,Q2,1999,16,,,,5
05-12-1999 00:00,5,May,May-99,Q2,1999,16,,,,5
5-13-1999 12:00:00 AM,5,May,May-99,Q2,1999,16,,,,5
5-14-1999 12:00:00 AM,5,May,May-99,Q2,1999,16,,,,5
5-15-1999 12:00:00 AM,5,May,May-99,Q2,1999,16,,,,5
5-16-1999 12:00:00 AM,5,May,May-99,Q2,1999,16,,,,5
5-17-1999 12:00:00 AM,5,May,May-99,Q2,1999,16,,,,5
5-18-1999 12:00:00 AM,5,May,May-99,Q2,1999,16,,,,5
5-19-1999 12:00:00 AM,5,May,May-99,Q2,1999,16,,,,5
5-20-1999 12:00:00 AM,5,May,May-99,Q2,1999,16,,,,5
5-21-1999 12:00:00 AM,5,May,May-99,Q2,1999,16,,,,5
5-22-1999 12:00:00 AM,5,May,May-99,Q2,1999,16,,,,5
5-23-1999 12:00:00 AM,5,May,May-99,Q2,1999,16,,,,5
5-24-1999 12:00:00 AM,5,May,May-99,Q2,1999,16,,,,5
5-25-1999 12:00:00 AM,5,May,May-99,Q2,1999,16,,,,5
5-26-1999 12:00:00 AM,5,May,May-99,Q2,1999,16,,,,5
5-27-1999 12:00:00 AM,5,May,May-99,Q2,1999,16,,,,5
5-28-1999 12:00:00 AM,5,May,May-99,Q2,1999,16,,,,5
5-29-1999 12:00:00 AM,5,May,May-99,Q2,1999,16,,,,5
5-30-1999 12:00:00 AM,5,May,May-99,Q2,1999,16,,,,5
5-31-1999 12:00:00 AM,5,May,May-99,Q2,1999,16,,,,5
06-01-1999 00:00,6,Jun,Jun-99,Q2,1999,16,,,,6
06-02-1999 00:00,6,Jun,Jun-99,Q2,1999,16,,,,6
06-03-1999 00:00,6,Jun,Jun-99,Q2,1999,16,,,,6
06-04-1999 00:00,6,Jun,Jun-99,Q2,1999,16,,,,6
06-05-1999 00:00,6,Jun,Jun-99,Q2,1999,16,,,,6
06-06-1999 00:00,6,Jun,Jun-99,Q2,1999,16,,,,6
06-07-1999 00:00,6,Jun,Jun-99,Q2,1999,16,,,,6
06-08-1999 00:00,6,Jun,Jun-99,Q2,1999,16,,,,6
06-09-1999 00:00,6,Jun,Jun-99,Q2,1999,16,,,,6
06-10-1999 00:00,6,Jun,Jun-99,Q2,1999,16,,,,6
06-11-1999 00:00,6,Jun,Jun-99,Q2,1999,16,,,,6
06-12-1999 00:00,6,Jun,Jun-99,Q2,1999,16,,,,6
6-13-1999 12:00:00 AM,6,Jun,Jun-99,Q2,1999,16,,,,6
6-14-1999 12:00:00 AM,6,Jun,Jun-99,Q2,1999,16,,,,6
6-15-1999 12:00:00 AM,6,Jun,Jun-99,Q2,1999,16,,,,6
6-16-1999 12:00:00 AM,6,Jun,Jun-99,Q2,1999,16,,,,6
6-17-1999 12:00:00 AM,6,Jun,Jun-99,Q2,1999,16,,,,6
6-18-1999 12:00:00 AM,6,Jun,Jun-99,Q2,1999,16,,,,6
6-19-1999 12:00:00 AM,6,Jun,Jun-99,Q2,1999,16,,,,6
6-20-1999 12:00:00 AM,6,Jun,Jun-99,Q2,1999,16,,,,6
6-21-1999 12:00:00 AM,6,Jun,Jun-99,Q2,1999,16,,,,6
6-22-1999 12:00:00 AM,6,Jun,Jun-99,Q2,1999,16,,,,6
6-23-1999 12:00:00 AM,6,Jun,Jun-99,Q2,1999,16,,,,6
6-24-1999 12:00:00 AM,6,Jun,Jun-99,Q2,1999,16,,,,6
6-25-1999 12:00:00 AM,6,Jun,Jun-99,Q2,1999,16,,,,6
6-26-1999 12:00:00 AM,6,Jun,Jun-99,Q2,1999,16,,,,6
6-27-1999 12:00:00 AM,6,Jun,Jun-99,Q2,1999,16,,,,6
6-28-1999 12:00:00 AM,6,Jun,Jun-99,Q2,1999,16,,,,6
6-29-1999 12:00:00 AM,6,Jun,Jun-99,Q2,1999,16,,,,6
6-30-1999 12:00:00 AM,6,Jun,Jun-99,Q2,1999,16,,,,6
07-01-1999 00:00,7,Jul,Jul-99,Q3,1999,16,,,,7
07-02-1999 00:00,7,Jul,Jul-99,Q3,1999,16,,,,7
07-03-1999 00:00,7,Jul,Jul-99,Q3,1999,16,,,,7
07-04-1999 00:00,7,Jul,Jul-99,Q3,1999,16,,,,7
07-05-1999 00:00,7,Jul,Jul-99,Q3,1999,16,,,,7
07-06-1999 00:00,7,Jul,Jul-99,Q3,1999,16,,,,7
07-07-1999 00:00,7,Jul,Jul-99,Q3,1999,16,,,,7
07-08-1999 00:00,7,Jul,Jul-99,Q3,1999,16,,,,7
07-09-1999 00:00,7,Jul,Jul-99,Q3,1999,16,,,,7
07-10-1999 00:00,7,Jul,Jul-99,Q3,1999,16,,,,7
07-11-1999 00:00,7,Jul,Jul-99,Q3,1999,16,,,,7
07-12-1999 00:00,7,Jul,Jul-99,Q3,1999,16,,,,7
7-13-1999 12:00:00 AM,7,Jul,Jul-99,Q3,1999,16,,,,7
7-14-1999 12:00:00 AM,7,Jul,Jul-99,Q3,1999,16,,,,7
7-15-1999 12:00:00 AM,7,Jul,Jul-99,Q3,1999,16,,,,7
7-16-1999 12:00:00 AM,7,Jul,Jul-99,Q3,1999,16,,,,7
7-17-1999 12:00:00 AM,7,Jul,Jul-99,Q3,1999,16,,,,7
7-18-1999 12:00:00 AM,7,Jul,Jul-99,Q3,1999,16,,,,7
7-19-1999 12:00:00 AM,7,Jul,Jul-99,Q3,1999,16,,,,7
7-20-1999 12:00:00 AM,7,Jul,Jul-99,Q3,1999,16,,,,7
7-21-1999 12:00:00 AM,7,Jul,Jul-99,Q3,1999,16,,,,7
7-22-1999 12:00:00 AM,7,Jul,Jul-99,Q3,1999,16,,,,7
7-23-1999 12:00:00 AM,7,Jul,Jul-99,Q3,1999,16,,,,7
7-24-1999 12:00:00 AM,7,Jul,Jul-99,Q3,1999,16,,,,7
7-25-1999 12:00:00 AM,7,Jul,Jul-99,Q3,1999,16,,,,7
7-26-1999 12:00:00 AM,7,Jul,Jul-99,Q3,1999,16,,,,7
7-27-1999 12:00:00 AM,7,Jul,Jul-99,Q3,1999,16,,,,7
7-28-1999 12:00:00 AM,7,Jul,Jul-99,Q3,1999,16,,,,7
7-29-1999 12:00:00 AM,7,Jul,Jul-99,Q3,1999,16,,,,7
7-30-1999 12:00:00 AM,7,Jul,Jul-99,Q3,1999,16,,,,7
7-31-1999 12:00:00 AM,7,Jul,Jul-99,Q3,1999,16,,,,7
08-01-1999 00:00,8,Aug,Aug-99,Q3,1999,16,,,,8
08-02-1999 00:00,8,Aug,Aug-99,Q3,1999,16,,,,8
08-03-1999 00:00,8,Aug,Aug-99,Q3,1999,16,,,,8
08-04-1999 00:00,8,Aug,Aug-99,Q3,1999,16,,,,8
08-05-1999 00:00,8,Aug,Aug-99,Q3,1999,16,,,,8
08-06-1999 00:00,8,Aug,Aug-99,Q3,1999,16,,,,8
08-07-1999 00:00,8,Aug,Aug-99,Q3,1999,16,,,,8
08-08-1999 00:00,8,Aug,Aug-99,Q3,1999,16,,,,8
08-09-1999 00:00,8,Aug,Aug-99,Q3,1999,16,,,,8
08-10-1999 00:00,8,Aug,Aug-99,Q3,1999,16,,,,8
08-11-1999 00:00,8,Aug,Aug-99,Q3,1999,16,,,,8
08-12-1999 00:00,8,Aug,Aug-99,Q3,1999,16,,,,8
8-13-1999 12:00:00 AM,8,Aug,Aug-99,Q3,1999,16,,,,8
8-14-1999 12:00:00 AM,8,Aug,Aug-99,Q3,1999,16,,,,8
8-15-1999 12:00:00 AM,8,Aug,Aug-99,Q3,1999,16,,,,8
8-16-1999 12:00:00 AM,8,Aug,Aug-99,Q3,1999,16,,,,8
8-17-1999 12:00:00 AM,8,Aug,Aug-99,Q3,1999,16,,,,8
8-18-1999 12:00:00 AM,8,Aug,Aug-99,Q3,1999,16,,,,8
8-19-1999 12:00:00 AM,8,Aug,Aug-99,Q3,1999,16,,,,8
8-20-1999 12:00:00 AM,8,Aug,Aug-99,Q3,1999,16,,,,8
8-21-1999 12:00:00 AM,8,Aug,Aug-99,Q3,1999,16,,,,8
8-22-1999 12:00:00 AM,8,Aug,Aug-99,Q3,1999,16,,,,8
8-23-1999 12:00:00 AM,8,Aug,Aug-99,Q3,1999,16,,,,8
8-24-1999 12:00:00 AM,8,Aug,Aug-99,Q3,1999,16,,,,8
8-25-1999 12:00:00 AM,8,Aug,Aug-99,Q3,1999,16,,,,8
8-26-1999 12:00:00 AM,8,Aug,Aug-99,Q3,1999,16,,,,8
8-27-1999 12:00:00 AM,8,Aug,Aug-99,Q3,1999,16,,,,8
8-28-1999 12:00:00 AM,8,Aug,Aug-99,Q3,1999,16,,,,8
8-29-1999 12:00:00 AM,8,Aug,Aug-99,Q3,1999,16,,,,8
8-30-1999 12:00:00 AM,8,Aug,Aug-99,Q3,1999,16,,,,8
8-31-1999 12:00:00 AM,8,Aug,Aug-99,Q3,1999,16,,,,8
09-01-1999 00:00,9,Sep,Sep-99,Q3,1999,16,,,,9
09-02-1999 00:00,9,Sep,Sep-99,Q3,1999,16,,,,9
09-03-1999 00:00,9,Sep,Sep-99,Q3,1999,16,,,,9
09-04-1999 00:00,9,Sep,Sep-99,Q3,1999,16,,,,9
09-05-1999 00:00,9,Sep,Sep-99,Q3,1999,16,,,,9
09-06-1999 00:00,9,Sep,Sep-99,Q3,1999,16,,,,9
09-07-1999 00:00,9,Sep,Sep-99,Q3,1999,16,,,,9
09-08-1999 00:00,9,Sep,Sep-99,Q3,1999,16,,,,9
09-09-1999 00:00,9,Sep,Sep-99,Q3,1999,16,,,,9
09-10-1999 00:00,9,Sep,Sep-99,Q3,1999,16,,,,9
09-11-1999 00:00,9,Sep,Sep-99,Q3,1999,16,,,,9
09-12-1999 00:00,9,Sep,Sep-99,Q3,1999,16,,,,9
9-13-1999 12:00:00 AM,9,Sep,Sep-99,Q3,1999,16,,,,9
9-14-1999 12:00:00 AM,9,Sep,Sep-99,Q3,1999,16,,,,9
9-15-1999 12:00:00 AM,9,Sep,Sep-99,Q3,1999,16,,,,9
9-16-1999 12:00:00 AM,9,Sep,Sep-99,Q3,1999,16,,,,9
9-17-1999 12:00:00 AM,9,Sep,Sep-99,Q3,1999,16,,,,9
9-18-1999 12:00:00 AM,9,Sep,Sep-99,Q3,1999,16,,,,9
9-19-1999 12:00:00 AM,9,Sep,Sep-99,Q3,1999,16,,,,9
9-20-1999 12:00:00 AM,9,Sep,Sep-99,Q3,1999,16,,,,9
9-21-1999 12:00:00 AM,9,Sep,Sep-99,Q3,1999,16,,,,9
9-22-1999 12:00:00 AM,9,Sep,Sep-99,Q3,1999,16,,,,9
9-23-1999 12:00:00 AM,9,Sep,Sep-99,Q3,1999,16,,,,9
9-24-1999 12:00:00 AM,9,Sep,Sep-99,Q3,1999,16,,,,9
9-25-1999 12:00:00 AM,9,Sep,Sep-99,Q3,1999,16,,,,9
9-26-1999 12:00:00 AM,9,Sep,Sep-99,Q3,1999,16,,,,9
9-27-1999 12:00:00 AM,9,Sep,Sep-99,Q3,1999,16,,,,9
9-28-1999 12:00:00 AM,9,Sep,Sep-99,Q3,1999,16,,,,9
9-29-1999 12:00:00 AM,9,Sep,Sep-99,Q3,1999,16,,,,9
9-30-1999 12:00:00 AM,9,Sep,Sep-99,Q3,1999,16,,,,9
10-01-1999 00:00,10,Oct,Oct-99,Q4,1999,16,,,,10
10-02-1999 00:00,10,Oct,Oct-99,Q4,1999,16,,,,10
10-03-1999 00:00,10,Oct,Oct-99,Q4,1999,16,,,,10
10-04-1999 00:00,10,Oct,Oct-99,Q4,1999,16,,,,10
10-05-1999 00:00,10,Oct,Oct-99,Q4,1999,16,,,,10
10-06-1999 00:00,10,Oct,Oct-99,Q4,1999,16,,,,10
10-07-1999 00:00,10,Oct,Oct-99,Q4,1999,16,,,,10
10-08-1999 00:00,10,Oct,Oct-99,Q4,1999,16,,,,10
10-09-1999 00:00,10,Oct,Oct-99,Q4,1999,16,,,,10
10-10-1999 00:00,10,Oct,Oct-99,Q4,1999,16,,,,10
10-11-1999 00:00,10,Oct,Oct-99,Q4,1999,16,,,,10
10-12-1999 00:00,10,Oct,Oct-99,Q4,1999,16,,,,10
10-13-1999 12:00:00 AM,10,Oct,Oct-99,Q4,1999,16,,,,10
10-14-1999 12:00:00 AM,10,Oct,Oct-99,Q4,1999,16,,,,10
10-15-1999 12:00:00 AM,10,Oct,Oct-99,Q4,1999,16,,,,10
10-16-1999 12:00:00 AM,10,Oct,Oct-99,Q4,1999,16,,,,10
10-17-1999 12:00:00 AM,10,Oct,Oct-99,Q4,1999,16,,,,10
10-18-1999 12:00:00 AM,10,Oct,Oct-99,Q4,1999,16,,,,10
10-19-1999 12:00:00 AM,10,Oct,Oct-99,Q4,1999,16,,,,10
10-20-1999 12:00:00 AM,10,Oct,Oct-99,Q4,1999,16,,,,10
10-21-1999 12:00:00 AM,10,Oct,Oct-99,Q4,1999,16,,,,10
10-22-1999 12:00:00 AM,10,Oct,Oct-99,Q4,1999,16,,,,10
10-23-1999 12:00:00 AM,10,Oct,Oct-99,Q4,1999,16,,,,10
10-24-1999 12:00:00 AM,10,Oct,Oct-99,Q4,1999,16,,,,10
10-25-1999 12:00:00 AM,10,Oct,Oct-99,Q4,1999,16,,,,10
10-26-1999 12:00:00 AM,10,Oct,Oct-99,Q4,1999,16,,,,10
10-27-1999 12:00:00 AM,10,Oct,Oct-99,Q4,1999,16,,,,10
10-28-1999 12:00:00 AM,10,Oct,Oct-99,Q4,1999,16,,,,10
10-29-1999 12:00:00 AM,10,Oct,Oct-99,Q4,1999,16,,,,10
10-30-1999 12:00:00 AM,10,Oct,Oct-99,Q4,1999,16,,,,10
10-31-1999 12:00:00 AM,10,Oct,Oct-99,Q4,1999,16,,,,10
11-01-1999 00:00,11,Nov,Nov-99,Q4,1999,16,,,,11
11-02-1999 00:00,11,Nov,Nov-99,Q4,1999,16,,,,11
11-03-1999 00:00,11,Nov,Nov-99,Q4,1999,16,,,,11
11-04-1999 00:00,11,Nov,Nov-99,Q4,1999,16,,,,11
11-05-1999 00:00,11,Nov,Nov-99,Q4,1999,16,,,,11
11-06-1999 00:00,11,Nov,Nov-99,Q4,1999,16,,,,11
11-07-1999 00:00,11,Nov,Nov-99,Q4,1999,16,,,,11
11-08-1999 00:00,11,Nov,Nov-99,Q4,1999,16,,,,11
11-09-1999 00:00,11,Nov,Nov-99,Q4,1999,16,,,,11
11-10-1999 00:00,11,Nov,Nov-99,Q4,1999,16,,,,11
11-11-1999 00:00,11,Nov,Nov-99,Q4,1999,16,,,,11
11-12-1999 00:00,11,Nov,Nov-99,Q4,1999,16,,,,11
11-13-1999 12:00:00 AM,11,Nov,Nov-99,Q4,1999,16,,,,11
11-14-1999 12:00:00 AM,11,Nov,Nov-99,Q4,1999,16,,,,11
11-15-1999 12:00:00 AM,11,Nov,Nov-99,Q4,1999,16,,,,11
11-16-1999 12:00:00 AM,11,Nov,Nov-99,Q4,1999,16,,,,11
11-17-1999 12:00:00 AM,11,Nov,Nov-99,Q4,1999,16,,,,11
11-18-1999 12:00:00 AM,11,Nov,Nov-99,Q4,1999,16,,,,11
11-19-1999 12:00:00 AM,11,Nov,Nov-99,Q4,1999,16,,,,11
11-20-1999 12:00:00 AM,11,Nov,Nov-99,Q4,1999,16,,,,11
11-21-1999 12:00:00 AM,11,Nov,Nov-99,Q4,1999,16,,,,11
11-22-1999 12:00:00 AM,11,Nov,Nov-99,Q4,1999,16,,,,11
11-23-1999 12:00:00 AM,11,Nov,Nov-99,Q4,1999,16,,,,11
11-24-1999 12:00:00 AM,11,Nov,Nov-99,Q4,1999,16,,,,11
11-25-1999 12:00:00 AM,11,Nov,Nov-99,Q4,1999,16,,,,11
11-26-1999 12:00:00 AM,11,Nov,Nov-99,Q4,1999,16,,,,11
11-27-1999 12:00:00 AM,11,Nov,Nov-99,Q4,1999,16,,,,11
11-28-1999 12:00:00 AM,11,Nov,Nov-99,Q4,1999,16,,,,11
11-29-1999 12:00:00 AM,11,Nov,Nov-99,Q4,1999,16,,,,11
11-30-1999 12:00:00 AM,11,Nov,Nov-99,Q4,1999,16,,,,11
12-01-1999 00:00,12,Dec,Dec-99,Q4,1999,16,,,,12
12-02-1999 00:00,12,Dec,Dec-99,Q4,1999,16,,,,12
12-03-1999 00:00,12,Dec,Dec-99,Q4,1999,16,,,,12
12-04-1999 00:00,12,Dec,Dec-99,Q4,1999,16,,,,12
12-05-1999 00:00,12,Dec,Dec-99,Q4,1999,16,,,,12
12-06-1999 00:00,12,Dec,Dec-99,Q4,1999,16,,,,12
12-07-1999 00:00,12,Dec,Dec-99,Q4,1999,16,,,,12
12-08-1999 00:00,12,Dec,Dec-99,Q4,1999,16,,,,12
12-09-1999 00:00,12,Dec,Dec-99,Q4,1999,16,,,,12
12-10-1999 00:00,12,Dec,Dec-99,Q4,1999,16,,,,12
12-11-1999 00:00,12,Dec,Dec-99,Q4,1999,16,,,,12
12-12-1999 00:00,12,Dec,Dec-99,Q4,1999,16,,,,12
12-13-1999 12:00:00 AM,12,Dec,Dec-99,Q4,1999,16,,,,12
12-14-1999 12:00:00 AM,12,Dec,Dec-99,Q4,1999,16,,,,12
12-15-1999 12:00:00 AM,12,Dec,Dec-99,Q4,1999,16,,,,12
12-16-1999 12:00:00 AM,12,Dec,Dec-99,Q4,1999,16,,,,12
